,Bandit,Reward,Algorithm
234,1,3.8241480016575915,Epsilon Greedy
235,1,3.7286518383655114,Epsilon Greedy
236,1,3.1036499545952285,Epsilon Greedy
237,1,4.38842356362627,Epsilon Greedy
238,1,4.167432923476521,Epsilon Greedy
239,1,2.204563273250261,Epsilon Greedy
240,1,2.207826157798361,Epsilon Greedy
241,1,3.9539637779900714,Epsilon Greedy
242,1,5.105926687714234,Epsilon Greedy
243,1,3.4774547366188986,Epsilon Greedy
244,1,3.640722096029584,Epsilon Greedy
245,1,4.819073980441675,Epsilon Greedy
246,1,4.454750146179943,Epsilon Greedy
247,1,3.568453426397257,Epsilon Greedy
248,1,2.7961448422766475,Epsilon Greedy
249,1,3.60771711867691,Epsilon Greedy
250,1,4.381591583115288,Epsilon Greedy
251,1,5.214805175593998,Epsilon Greedy
252,1,2.15056456154898,Epsilon Greedy
253,1,3.1400392968293445,Epsilon Greedy
254,1,3.910952770228955,Epsilon Greedy
255,1,5.515025511760511,Epsilon Greedy
256,1,3.392065248277382,Epsilon Greedy
257,1,5.117631060611781,Epsilon Greedy
258,1,5.068295013362208,Epsilon Greedy
259,1,3.586380678351888,Epsilon Greedy
260,1,3.495399371909459,Epsilon Greedy
261,1,3.9503926565836185,Epsilon Greedy
262,1,3.0570951281820045,Epsilon Greedy
263,1,1.410565026126879,Epsilon Greedy
264,1,2.9856866236868838,Epsilon Greedy
265,2,5.473026808463703,Epsilon Greedy
266,1,2.865794920474677,Epsilon Greedy
267,1,5.559483988464195,Epsilon Greedy
268,1,2.767420656129609,Epsilon Greedy
269,1,4.1745534606848,Epsilon Greedy
270,1,4.454917041083428,Epsilon Greedy
271,1,4.615718687172732,Epsilon Greedy
272,1,4.679850873086316,Epsilon Greedy
273,3,3.7311810132812258,Epsilon Greedy
274,3,4.050616790374077,Epsilon Greedy
275,3,6.1860553261390745,Epsilon Greedy
276,3,4.866196463685098,Epsilon Greedy
277,3,4.717485825246945,Epsilon Greedy
278,3,4.182384745409748,Epsilon Greedy
279,3,4.194777918876802,Epsilon Greedy
280,3,4.585863953085471,Epsilon Greedy
281,3,4.186618147392641,Epsilon Greedy
282,3,4.550857624700606,Epsilon Greedy
283,3,3.5807570993096176,Epsilon Greedy
284,3,4.3952546686318765,Epsilon Greedy
285,3,3.0891417030202852,Epsilon Greedy
286,3,4.092720116815293,Epsilon Greedy
287,3,3.36002998370939,Epsilon Greedy
288,3,3.6314112928151987,Epsilon Greedy
289,3,4.486220102811392,Epsilon Greedy
290,3,3.7353446131541235,Epsilon Greedy
291,3,3.751872948431073,Epsilon Greedy
292,3,4.159490819909448,Epsilon Greedy
293,3,4.416657840570922,Epsilon Greedy
294,3,2.6454562922225247,Epsilon Greedy
295,3,5.277322442457951,Epsilon Greedy
296,3,3.764426750946232,Epsilon Greedy
297,3,4.847889401965093,Epsilon Greedy
298,3,4.383997132559917,Epsilon Greedy
299,3,2.004001177756249,Epsilon Greedy
300,3,3.5273989981192564,Epsilon Greedy
301,3,1.9735764326305003,Epsilon Greedy
302,3,5.056743591328084,Epsilon Greedy
303,3,3.563077515480951,Epsilon Greedy
304,3,4.96150939090597,Epsilon Greedy
305,3,4.45035668952864,Epsilon Greedy
306,3,4.590423713725961,Epsilon Greedy
307,3,4.936310692198713,Epsilon Greedy
308,3,4.942687635725391,Epsilon Greedy
309,3,3.453019620746199,Epsilon Greedy
310,3,5.485361167135005,Epsilon Greedy
311,3,4.900704911887193,Epsilon Greedy
312,3,4.944139529519697,Epsilon Greedy
313,3,3.90069664751184,Epsilon Greedy
314,3,3.7600296036185847,Epsilon Greedy
315,3,6.094601975038289,Epsilon Greedy
316,3,2.95777676117922,Epsilon Greedy
317,3,3.7006218383328466,Epsilon Greedy
318,3,1.7703443823850304,Epsilon Greedy
319,3,3.585707018302098,Epsilon Greedy
320,3,4.039165843898189,Epsilon Greedy
321,3,4.363595327717881,Epsilon Greedy
322,3,4.380863314556503,Epsilon Greedy
323,3,4.931128375176463,Epsilon Greedy
324,3,4.607607968762302,Epsilon Greedy
325,3,5.020423762783731,Epsilon Greedy
326,3,2.0990312153344535,Epsilon Greedy
327,3,2.7369825042712357,Epsilon Greedy
328,3,2.851374611669529,Epsilon Greedy
329,3,3.086308541698631,Epsilon Greedy
330,3,3.816112284793224,Epsilon Greedy
331,3,3.6885029317958953,Epsilon Greedy
332,3,5.489633913372323,Epsilon Greedy
333,3,4.772841197971332,Epsilon Greedy
334,3,3.685548587196933,Epsilon Greedy
335,3,4.6182301059893724,Epsilon Greedy
336,3,5.24407911170522,Epsilon Greedy
337,3,3.6672740483537534,Epsilon Greedy
338,3,3.805208247426742,Epsilon Greedy
339,3,4.132493390873975,Epsilon Greedy
340,3,3.472646994192112,Epsilon Greedy
341,3,4.822384325359847,Epsilon Greedy
342,3,4.563005270697318,Epsilon Greedy
343,3,3.0612448267440655,Epsilon Greedy
344,3,3.1411624262334557,Epsilon Greedy
345,3,3.9358337749203676,Epsilon Greedy
346,3,4.109817098387822,Epsilon Greedy
347,3,3.4145604100130225,Epsilon Greedy
348,3,4.487604477493824,Epsilon Greedy
349,3,5.009999364796657,Epsilon Greedy
350,3,4.9629447375599565,Epsilon Greedy
351,3,5.293836837841519,Epsilon Greedy
352,3,2.990281331736976,Epsilon Greedy
353,3,2.904865165519827,Epsilon Greedy
354,3,3.936382454319844,Epsilon Greedy
355,3,5.0225605016730555,Epsilon Greedy
356,3,4.643103779060659,Epsilon Greedy
357,3,4.23338949095659,Epsilon Greedy
358,3,2.702139609663976,Epsilon Greedy
359,3,4.374930440401453,Epsilon Greedy
360,3,4.286865880949587,Epsilon Greedy
361,3,5.438000724890675,Epsilon Greedy
362,3,3.8867339147203976,Epsilon Greedy
363,3,4.141038553255891,Epsilon Greedy
364,3,3.205751564471478,Epsilon Greedy
365,3,4.18033135983457,Epsilon Greedy
366,3,3.4566844372966066,Epsilon Greedy
367,3,3.086331172432552,Epsilon Greedy
368,3,2.756013909942654,Epsilon Greedy
369,3,3.746831035347054,Epsilon Greedy
370,3,2.65320359753128,Epsilon Greedy
371,3,4.916689322717595,Epsilon Greedy
372,3,4.754726324986253,Epsilon Greedy
373,3,3.5315803375963166,Epsilon Greedy
374,3,4.131567252183716,Epsilon Greedy
375,3,4.472485760132148,Epsilon Greedy
376,3,4.110086009245493,Epsilon Greedy
377,3,3.6423323754614465,Epsilon Greedy
378,3,3.9788632087819145,Epsilon Greedy
379,3,3.897988897942448,Epsilon Greedy
380,3,2.1001199878330055,Epsilon Greedy
381,3,3.2483461169686523,Epsilon Greedy
382,3,5.755577118090391,Epsilon Greedy
383,3,2.1252138664412503,Epsilon Greedy
384,3,3.0583056903220207,Epsilon Greedy
385,3,2.734127906822798,Epsilon Greedy
386,3,6.283618154946258,Epsilon Greedy
387,3,5.737617065351952,Epsilon Greedy
388,3,4.607597900431095,Epsilon Greedy
389,3,4.06373662052604,Epsilon Greedy
390,3,4.885165131892328,Epsilon Greedy
391,3,3.819188713101326,Epsilon Greedy
392,3,4.485527067263126,Epsilon Greedy
393,3,3.156935381348602,Epsilon Greedy
394,3,4.682139113775981,Epsilon Greedy
395,3,3.4701456990026958,Epsilon Greedy
396,3,4.732415018831777,Epsilon Greedy
397,3,4.485052831261716,Epsilon Greedy
398,3,2.262190577843163,Epsilon Greedy
399,3,4.650132030626358,Epsilon Greedy
400,3,3.0677471067297883,Epsilon Greedy
401,3,4.641824406694056,Epsilon Greedy
402,3,4.101394254993487,Epsilon Greedy
403,3,4.0620543195165295,Epsilon Greedy
404,3,4.297047406350442,Epsilon Greedy
405,3,4.8134562752484475,Epsilon Greedy
406,3,3.202037082354121,Epsilon Greedy
407,3,3.4650297971540827,Epsilon Greedy
408,3,3.7062580675662264,Epsilon Greedy
409,3,3.480793116816943,Epsilon Greedy
410,3,4.89585379737976,Epsilon Greedy
411,3,2.9756754337069866,Epsilon Greedy
412,3,7.0740137058872445,Epsilon Greedy
413,3,4.726218728161366,Epsilon Greedy
414,3,4.391730198789461,Epsilon Greedy
415,3,4.019035576923551,Epsilon Greedy
416,3,3.688463115937548,Epsilon Greedy
417,3,4.496961358139121,Epsilon Greedy
418,3,6.348624550196478,Epsilon Greedy
419,3,3.8171487809993794,Epsilon Greedy
420,3,4.6957748811447235,Epsilon Greedy
421,3,4.373820979654382,Epsilon Greedy
422,3,3.4472578864323666,Epsilon Greedy
423,3,5.060374065987265,Epsilon Greedy
424,3,3.502696121165813,Epsilon Greedy
425,3,4.416326545996463,Epsilon Greedy
426,3,4.237329713471003,Epsilon Greedy
427,3,4.839654220074751,Epsilon Greedy
428,3,4.0582721159667505,Epsilon Greedy
429,3,4.316870705890436,Epsilon Greedy
430,3,4.789909962769546,Epsilon Greedy
431,3,1.268979261196551,Epsilon Greedy
432,3,3.0874451145682884,Epsilon Greedy
433,3,4.921052258169573,Epsilon Greedy
434,3,3.8126662287459245,Epsilon Greedy
435,3,3.0707198870512546,Epsilon Greedy
436,3,4.469435502604046,Epsilon Greedy
437,3,2.5435769010143208,Epsilon Greedy
438,3,1.6361037728957242,Epsilon Greedy
439,3,2.7252633053989865,Epsilon Greedy
440,3,3.5722681203524145,Epsilon Greedy
441,3,3.533124271870058,Epsilon Greedy
442,3,3.379702023191189,Epsilon Greedy
443,3,2.8030383296314456,Epsilon Greedy
444,3,3.5019466764900313,Epsilon Greedy
445,3,5.669222727910571,Epsilon Greedy
446,3,2.4663942781966166,Epsilon Greedy
447,3,4.255385607705282,Epsilon Greedy
448,3,4.413660300893561,Epsilon Greedy
449,3,4.089967187158912,Epsilon Greedy
450,3,5.047990480389186,Epsilon Greedy
451,3,3.3795071492793767,Epsilon Greedy
452,3,2.376441398788894,Epsilon Greedy
453,3,4.385866504466356,Epsilon Greedy
454,3,4.999153058810266,Epsilon Greedy
455,3,4.56154678749127,Epsilon Greedy
456,3,6.011612783886742,Epsilon Greedy
457,3,3.8354155983864118,Epsilon Greedy
458,3,5.486343407744342,Epsilon Greedy
459,3,4.953419430441215,Epsilon Greedy
460,3,2.8842637964901723,Epsilon Greedy
461,3,4.202872583858036,Epsilon Greedy
462,3,4.843211000729972,Epsilon Greedy
463,3,3.763391747643179,Epsilon Greedy
464,3,4.4599082683774345,Epsilon Greedy
465,3,4.686749250016288,Epsilon Greedy
466,3,4.773210407059598,Epsilon Greedy
467,3,3.850922294470178,Epsilon Greedy
468,3,2.905143671134126,Epsilon Greedy
469,3,5.7884614962806555,Epsilon Greedy
470,3,4.8103710659293055,Epsilon Greedy
471,3,4.896023051427145,Epsilon Greedy
472,3,3.74294626573651,Epsilon Greedy
473,3,4.03407314171837,Epsilon Greedy
474,3,4.667097688909804,Epsilon Greedy
475,3,4.739356759248544,Epsilon Greedy
476,3,3.849043746814183,Epsilon Greedy
477,3,3.650668853141188,Epsilon Greedy
478,3,3.689447514312852,Epsilon Greedy
479,3,4.485752842602886,Epsilon Greedy
480,3,3.28819462846653,Epsilon Greedy
481,3,3.6101455145553345,Epsilon Greedy
482,3,4.074408042070666,Epsilon Greedy
483,3,4.77188572609785,Epsilon Greedy
484,3,5.065424971485616,Epsilon Greedy
485,3,3.1317585011796187,Epsilon Greedy
486,3,3.90645876742791,Epsilon Greedy
487,3,3.140354698668138,Epsilon Greedy
488,3,3.6174003568073116,Epsilon Greedy
489,3,5.064887947696633,Epsilon Greedy
490,3,3.211975478817049,Epsilon Greedy
491,3,3.9178763075491028,Epsilon Greedy
492,3,3.8737368142851545,Epsilon Greedy
493,3,5.383331977881719,Epsilon Greedy
494,3,5.006616032646795,Epsilon Greedy
495,3,3.3394616043513636,Epsilon Greedy
496,3,2.244778174511186,Epsilon Greedy
497,3,4.646132063680123,Epsilon Greedy
498,3,2.501051047101282,Epsilon Greedy
499,3,2.160372719447521,Epsilon Greedy
500,3,4.977340034566979,Epsilon Greedy
501,3,4.94698217248917,Epsilon Greedy
502,3,3.8487209149486223,Epsilon Greedy
503,3,4.1223371742620545,Epsilon Greedy
504,3,6.438673442080438,Epsilon Greedy
505,3,4.243949918378768,Epsilon Greedy
506,3,3.979544094476986,Epsilon Greedy
507,3,3.615961487451631,Epsilon Greedy
508,3,4.7313062366291625,Epsilon Greedy
509,3,4.831617310210142,Epsilon Greedy
510,3,4.306809782011351,Epsilon Greedy
511,3,3.4844258475357255,Epsilon Greedy
512,3,3.7281986190854033,Epsilon Greedy
513,3,4.142733437348623,Epsilon Greedy
514,3,1.639239874602699,Epsilon Greedy
515,3,2.3502319670684346,Epsilon Greedy
516,3,3.3414368842599607,Epsilon Greedy
517,3,5.24967612455525,Epsilon Greedy
518,3,4.146772911029279,Epsilon Greedy
519,3,5.783140303922643,Epsilon Greedy
520,3,3.9221012209303865,Epsilon Greedy
521,3,3.645781024392481,Epsilon Greedy
522,3,1.7067386281180013,Epsilon Greedy
523,3,4.32817112002656,Epsilon Greedy
524,3,4.986603344417133,Epsilon Greedy
525,3,2.905896032464602,Epsilon Greedy
526,3,5.53379128721307,Epsilon Greedy
527,3,1.480791509340463,Epsilon Greedy
528,3,4.059548094593439,Epsilon Greedy
529,3,4.445551269232375,Epsilon Greedy
530,3,3.404733068523746,Epsilon Greedy
531,3,4.776742858428134,Epsilon Greedy
532,3,4.933084317955263,Epsilon Greedy
533,3,4.853585349405758,Epsilon Greedy
534,3,4.3317230359664025,Epsilon Greedy
535,3,4.331918464584302,Epsilon Greedy
536,3,3.8517930493469126,Epsilon Greedy
537,3,4.290855013118298,Epsilon Greedy
538,3,3.041914201944416,Epsilon Greedy
539,3,4.714929713596496,Epsilon Greedy
540,3,4.5449913466387875,Epsilon Greedy
541,3,3.3408151287669563,Epsilon Greedy
542,3,4.160258973056774,Epsilon Greedy
543,3,4.171405314725334,Epsilon Greedy
544,3,3.6605341750343587,Epsilon Greedy
545,3,4.761649302751505,Epsilon Greedy
546,3,4.217423912459689,Epsilon Greedy
547,3,4.917377972714754,Epsilon Greedy
548,3,4.015604715980838,Epsilon Greedy
549,3,3.241141050332812,Epsilon Greedy
550,3,2.1937834599482287,Epsilon Greedy
551,3,4.992503822180377,Epsilon Greedy
552,3,4.110721219034584,Epsilon Greedy
553,3,6.22693376590666,Epsilon Greedy
554,3,1.7575886039308415,Epsilon Greedy
555,3,5.364163056249758,Epsilon Greedy
556,3,3.839106304424475,Epsilon Greedy
557,3,3.0275585817134028,Epsilon Greedy
558,3,3.0715326800500278,Epsilon Greedy
559,3,5.509414024656836,Epsilon Greedy
560,3,3.3090219501335127,Epsilon Greedy
561,3,4.039916026122381,Epsilon Greedy
562,3,4.630685436071756,Epsilon Greedy
563,3,4.162677525085244,Epsilon Greedy
564,3,5.14997828974151,Epsilon Greedy
565,3,3.3181438895749724,Epsilon Greedy
566,3,4.277989137617775,Epsilon Greedy
567,3,3.4754669963705482,Epsilon Greedy
568,3,3.8402824383888228,Epsilon Greedy
569,3,3.7490113053857708,Epsilon Greedy
570,3,1.2900628467751294,Epsilon Greedy
571,3,4.802131256593889,Epsilon Greedy
572,3,4.02800386375605,Epsilon Greedy
573,3,3.252377067854824,Epsilon Greedy
574,3,2.0030480585574315,Epsilon Greedy
575,3,4.185940336532911,Epsilon Greedy
576,3,4.415656635187174,Epsilon Greedy
577,3,2.6313686371144023,Epsilon Greedy
578,3,5.788885415682225,Epsilon Greedy
579,3,4.243286701695422,Epsilon Greedy
580,3,2.8894556497197126,Epsilon Greedy
581,3,5.179656262763448,Epsilon Greedy
582,3,3.6855423355505943,Epsilon Greedy
583,3,3.8998721149058437,Epsilon Greedy
584,3,3.187015624964201,Epsilon Greedy
585,3,3.901395314945386,Epsilon Greedy
586,3,4.43377432797721,Epsilon Greedy
587,3,3.2886981391558807,Epsilon Greedy
588,3,3.7774971790549396,Epsilon Greedy
589,3,5.065704678950582,Epsilon Greedy
590,3,3.66123833009121,Epsilon Greedy
591,3,3.192938457828661,Epsilon Greedy
592,3,3.659409249628778,Epsilon Greedy
593,3,3.1391449937410725,Epsilon Greedy
594,3,4.0386408364513215,Epsilon Greedy
595,3,4.0808036993357995,Epsilon Greedy
596,0,3.7378486746250723,Epsilon Greedy
597,3,4.034194726804305,Epsilon Greedy
598,3,3.2958343625176254,Epsilon Greedy
599,3,4.1682069931104175,Epsilon Greedy
600,3,3.218131895164701,Epsilon Greedy
601,3,4.543018555344227,Epsilon Greedy
602,3,3.747611602001865,Epsilon Greedy
603,3,4.093068012568052,Epsilon Greedy
604,3,3.417755360922097,Epsilon Greedy
605,3,3.6760100550828554,Epsilon Greedy
606,3,3.867102897214999,Epsilon Greedy
607,3,2.5289066105412283,Epsilon Greedy
608,3,5.69463522418623,Epsilon Greedy
609,3,4.723674361286792,Epsilon Greedy
610,3,2.9760383669640467,Epsilon Greedy
611,3,1.8440429520475323,Epsilon Greedy
612,3,3.4268242735359817,Epsilon Greedy
613,3,4.267077358083312,Epsilon Greedy
614,3,4.4576218739658096,Epsilon Greedy
615,3,3.9334657107560305,Epsilon Greedy
616,3,3.6783363367161916,Epsilon Greedy
617,3,3.8125034630660983,Epsilon Greedy
618,3,5.417932802700878,Epsilon Greedy
619,3,4.574359223723512,Epsilon Greedy
620,3,5.311719513011299,Epsilon Greedy
621,3,4.762427161142428,Epsilon Greedy
622,3,3.1828154541864264,Epsilon Greedy
623,3,3.257602260223324,Epsilon Greedy
624,3,4.206019011097405,Epsilon Greedy
